,lipid,fc,p,pnd1,pnd2
178,TAG(54:7/FA18:2)+NH4,0.5631453469172069,0.29952799093749743,30,60
179,TAG(54:7/FA20:4)+NH4,0.38937125798636063,0.1250252359569026,30,60
180,TAG(54:7/FA22:6)+NH4,0.6544303970258853,0.08388654081175084,30,60
181,TAG(54:8/FA18:2)+NH4,0.3176697925815494,0.30576713704687597,30,60
182,TAG(54:8/FA22:6)+NH4,0.8323559459077462,0.5852019966903794,30,60
183,TAG(55:1/FA16:0)+NH4,0.5346922329403458,0.3285574595585914,30,60
184,TAG(55:1/FA18:1)+NH4,0.6021742606148017,0.1551024067689186,30,60
185,TAG(56:5/FA16:0)+NH4,0.9102202971197546,0.7863860262047949,30,60
186,TAG(56:5/FA18:1)+NH4,0.34744621999560593,0.03259726150199842,30,60
187,TAG(56:5/FA20:4)+NH4,0.771590485152042,0.45529009429171996,30,60
188,TAG(56:6/FA18:0)+NH4,0.6587840839366758,0.22335760833881488,30,60
189,TAG(56:6/FA18:1)+NH4,1.2051172450914018,0.5552743059959322,30,60
190,TAG(56:6/FA20:4)+NH4,0.6466697804594689,0.13399507634592225,30,60
191,TAG(56:6/FA22:5)+NH4,0.5994894745817422,0.2834049601450989,30,60
192,TAG(56:6/FA22:6)+NH4,0.5734953371929881,0.09637664219642349,30,60
193,TAG(56:7/FA16:0)+NH4,0.6669345440247991,0.1714366569220038,30,60
194,TAG(56:7/FA16:1)+NH4,0.7335687583498052,0.4661945724223612,30,60
195,TAG(56:7/FA18:1)+NH4,0.6241758479004719,0.11165227451012028,30,60
196,TAG(56:7/FA18:3)+NH4,0.8540669280012447,0.8247646438054002,30,60
197,TAG(56:7/FA20:3)+NH4,1.0503029658207903,0.9060209319428416,30,60
198,TAG(56:7/FA20:4)+NH4,0.7694524423689129,0.5010818397611201,30,60
199,TAG(56:7/FA22:5)+NH4,0.501620710645587,0.267329210426314,30,60
200,TAG(56:7/FA22:6)+NH4,0.6548349654948857,0.14595420174888576,30,60
201,TAG(56:8/FA16:0)+NH4,0.9441339847400918,0.9018456821422582,30,60
202,TAG(56:8/FA16:1)+NH4,0.6843035691552353,0.3841212458275245,30,60
203,TAG(56:8/FA18:1)+NH4,0.89310909888787,0.8361504717258165,30,60
204,TAG(56:8/FA18:2)+NH4,0.32743535481989033,0.11865759971619601,30,60
205,TAG(56:8/FA20:4)+NH4,0.530303198875917,0.19484973393686708,30,60
206,TAG(56:8/FA22:6)+NH4,0.5970217849769439,0.10247549094776726,30,60
207,TAG(56:9/FA18:3)+NH4,1.2995640833791509,0.59661683506589,30,60
208,TAG(56:9/FA20:4)+NH4,0.4973498990607452,0.16342595014222938,30,60
209,TAG(56:9/FA22:6)+NH4,0.7864172591662562,0.5020819983108422,30,60
210,TAG(57:10/FA22:6)+NH4,0.6254482284462842,0.4662475989571817,30,60
211,TAG(57:2/FA18:1)+NH4,0.623369881097595,0.423737251690543,30,60
212,TAG(58:10/FA20:4)+NH4,0.9539641552917989,0.8599982978795684,30,60
213,TAG(58:10/FA22:6)+NH4,0.601886157457155,0.11948168284543761,30,60
214,TAG(58:6/FA22:4)+NH4,1.7884394249328668,0.37936625852704764,30,60
215,TAG(58:6/FA22:5)+NH4,1.0875184351806408,0.8965531173289483,30,60
216,TAG(58:7/FA20:4)+NH4,1.0125417826933998,0.9732691869220086,30,60
217,TAG(58:7/FA22:6)+NH4,0.5294092046312326,0.029124455338799468,30,60
218,TAG(58:8/FA18:1)+NH4,0.9754937356306718,0.9453503462929765,30,60
219,TAG(58:8/FA20:4)+NH4,0.6183982735505154,0.25160106459133663,30,60
220,TAG(58:8/FA22:5)+NH4,0.8489212899953702,0.7283906334853141,30,60
221,TAG(58:8/FA22:6)+NH4,0.5696070251973974,0.11053792345036073,30,60
222,TAG(58:9/FA20:4)+NH4,0.7257830981496667,0.3923849757871031,30,60
223,TAG(58:9/FA22:6)+NH4,0.6684350033479018,0.18572663284900875,30,60
224,TAG(60:10/FA22:5)+NH4,0.6880287135589466,0.4106330757361567,30,60
225,TAG(60:10/FA22:6)+NH4,0.46916413513525407,0.033825135780792194,30,60
226,TAG(60:11/FA22:5)+NH4,1.0016756079876796,0.9953440014305794,30,60
227,TAG(60:11/FA22:6)+NH4,0.6158361568372706,0.06812294821176935,30,60
228,TAG(60:12/FA22:6)+NH4,0.6872531431444815,0.30452562096602226,30,60
229,DAG(14:0/18:1)+NH4,0.9403022749376844,0.8911486699309671,30,60
230,DAG(14:0/18:2)+NH4,1.0468961770083964,0.8889332072903853,30,60
231,DAG(16:0/18:0)+NH4,0.28845966247591664,0.03789471545489095,30,60
232,DAG(16:0/18:1)+NH4,0.7030572686474152,0.38279266189539185,30,60
233,DAG(16:1/18:1)+NH4,0.8234472669906627,0.47157968405488615,30,60
234,DAG(16:0/18:2)+NH4,1.3322012508566807,0.4152058678713375,30,60
235,DAG(16:1/18:2)+NH4,0.8169607235953691,0.5283832244687652,30,60
236,DAG(14:0/20:4)+NH4,0.5577277312759048,0.12960062411993944,30,60
237,DAG(16:1/20:0)+NH4,0.7077828550572254,0.44496511115501214,30,60
238,DAG(18:0/18:1)+NH4,0.5944642977385479,0.17078774730845672,30,60
239,DAG(18:1/18:1)+NH4,0.7054957548286384,0.26565106073219796,30,60
240,DAG(16:0/20:3)+NH4,1.0478956352428401,0.8814872232011575,30,60
241,DAG(16:0/20:4)+NH4,0.69842581139008,0.40960822107451345,30,60
242,DAG(16:1/20:4)+NH4,0.6091957254398065,0.17611358542462335,30,60
243,DAG(16:0/20:5)+NH4,1.262468686049333,0.5052759125586387,30,60
244,DAG(18:1/20:1)+NH4,0.8400827890430445,0.613471629171466,30,60
245,DAG(18:1/20:3)+NH4,0.6639841813650614,0.1990685367451609,30,60
246,DAG(18:1/20:4)+NH4,0.5614530595745206,0.15735663680393644,30,60
247,DAG(16:0/22:5)+NH4,0.7122542559882591,0.28845341638317296,30,60
248,DAG(18:2/20:4)+NH4,0.6884928562400981,0.3121273374952856,30,60
249,DAG(18:1/20:5)+NH4,0.5191414939077128,0.12269579269179857,30,60
250,DAG(16:0/22:6)+NH4,0.6570930295384121,0.21374223115026797,30,60
251,DAG(16:1/22:6)+NH4,0.714610190260168,0.25170318251928603,30,60
252,DAG(18:1/22:4)+NH4,0.6733355496348922,0.3466605752085352,30,60
253,DAG(18:1/22:5)+NH4,0.46767016581965626,0.12033628398649772,30,60
254,DAG(18:0/22:6)+NH4,0.5486195518793278,0.10554943461465503,30,60
255,DAG(18:1/22:6)+NH4,0.6387999820664403,0.19676167505260422,30,60
256,DAG(18:2/22:6)+NH4,0.7324530691949075,0.44148779364256796,30,60
257,MAG(16:0)+NH4,0.8451357231332838,0.765639383607114,30,60
258,MAG(16:1)+NH4,0.8801384370886242,0.7522868361936496,30,60
259,MAG(18:0)+NH4,0.6796838480564742,0.3169510610487454,30,60
260,MAG(18:1)+NH4,0.5325174078824264,0.07049617159577373,30,60
261,MAG(18:2)+NH4,0.9137020874658207,0.7821006459192881,30,60
262,MAG(20:0)+NH4,1.3141965354533178,0.525080172294524,30,60
263,MAG(20:1)+NH4,0.935916442736805,0.884147655946985,30,60
264,MAG(20:2)+NH4,0.894153092208091,0.7510073781346304,30,60
265,MAG(20:3)+NH4,0.8540226212594075,0.6919280811823899,30,60
266,MAG(20:4)+NH4,0.6701249172053273,0.25593754993574547,30,60
267,MAG(22:0)+NH4,0.9448440628101008,0.9022523362994088,30,60
268,MAG(22:1)+NH4,1.1570888478882935,0.7302986840686239,30,60
269,MAG(22:2)+NH4,1.155955745724364,0.70721927584507,30,60
270,MAG(22:3)+NH4,0.9002830317186911,0.8386866819178246,30,60
271,MAG(22:4)+NH4,0.8056752144064995,0.5556053923484718,30,60
272,MAG(22:5)+NH4,1.2362409356942383,0.666014027013325,30,60
273,MAG(22:6)+NH4,0.8576932238471622,0.6741533461544178,30,60
274,LPC(14:0)+AcO,0.7647278760233346,0.5455150203516818,30,60
275,LPC(16:0)+AcO,1.0922567923521884,0.28244902530701166,30,60
276,LPC(16:1)+AcO,1.3583189389543466,0.17135095670711295,30,60
277,LPC(18:0)+AcO,1.356669183971937,0.4487319203601303,30,60
278,LPC(18:1)+AcO,0.8183919625210162,0.0016252105858072887,30,60
279,LPC(18:2)+AcO,0.8233163869731722,0.05693381992271771,30,60
280,LPC(18:3)+AcO,1.1283204043965196,0.5112691876446174,30,60
281,LPC(20:0)+AcO,1.3130728585142128,0.0033500530603001386,30,60
282,LPC(20:1)+AcO,0.9262797489816165,0.3981081776040811,30,60
283,LPC(20:2)+AcO,1.1387484085571857,0.2039664112397599,30,60
284,LPC(20:3)+AcO,1.059691683130834,0.5493459649196244,30,60
285,LPC(20:4)+AcO,1.092419752375911,0.5118820330061924,30,60
286,LPC(20:5)+AcO,0.9635897811476226,0.8156649775375842,30,60
287,LPC(22:4)+AcO,0.9261779379183382,0.6398584996926011,30,60
288,LPC(22:5)+AcO,1.0430078540486274,0.6975546521761302,30,60
289,LPC(22:6)+AcO,0.9739150640871389,0.8011423897673062,30,60
290,PC(14:0/14:0)+AcO,2.6685854620602854,0.0007189071363121485,30,60
291,PC(14:0/18:1)+AcO,0.14220655568901364,9.14874283933368e-09,30,60
292,PC(14:0/20:4)+AcO,0.1382553442731733,8.335978668687377e-08,30,60
293,PC(16:0/14:0)+AcO,1.4870627175016535,0.004345214162217235,30,60
294,PC(16:0/16:0)+AcO,1.0928298911650123,0.5219062956824283,30,60
295,PC(16:0/16:1)+AcO,0.9587120773269143,0.6677826082317007,30,60
296,PC(16:0/18:0)+AcO,1.1355107037497028,0.30915093569836033,30,60
297,PC(16:0/18:1)+AcO,1.0229012785485574,0.8167355639501863,30,60
298,PC(16:0/18:2)+AcO,1.0792357629762308,0.4361197293263812,30,60
299,PC(16:0/18:3)+AcO,1.0587575657049184,0.6308908876931152,30,60
300,PC(16:0/20:1)+AcO,1.04463596230782,0.7153030054822618,30,60
301,PC(16:0/20:2)+AcO,1.233266766397994,0.08622650623046994,30,60
302,PC(16:0/20:3)+AcO,1.0739184444304715,0.47728398599989175,30,60
303,PC(16:0/20:4)+AcO,0.9767388106170827,0.8299795024265714,30,60
304,PC(16:0/22:4)+AcO,0.8707309032646776,0.18859627594355416,30,60
305,PC(16:0/22:5)+AcO,1.0230252338771615,0.8543872514710841,30,60
306,PC(16:1/18:1)+AcO,0.21109580449410537,2.182805891003818e-08,30,60
307,PC(16:1/18:2)+AcO,1.3685603133283004,0.11041001773976918,30,60
308,PC(16:0/22:6)+AcO,0.9170841107825105,0.4803677300811249,30,60
309,PC(18:0/14:0)+AcO,1.7386999243673773,0.0006277216555015157,30,60
310,PC(18:0/16:1)+AcO,1.1199598575650058,0.22095517196207876,30,60
311,PC(18:0/18:0)+AcO,0.5877846276402993,0.0038986802720713453,30,60
312,PC(18:0/18:1)+AcO,1.0800743919238571,0.5770266455857193,30,60
313,PC(18:0/18:2)+AcO,1.177043926091982,0.13419033615195225,30,60
314,PC(18:0/20:1)+AcO,2.2693955762514415,0.00447482567035386,30,60
315,PC(18:0/20:3)+AcO,0.984542154703529,0.8857905044323598,30,60
316,PC(18:0/20:4)+AcO,0.9832485458931141,0.8908564729024773,30,60
317,PC(18:1/16:1)+AcO,0.2345784259559577,9.271839707974705e-09,30,60
318,PC(18:1/18:1)+AcO,0.9909103744463165,0.9300001092805676,30,60
319,PC(18:1/18:2)+AcO,1.0296574636420144,0.7796769679745646,30,60
320,PC(18:1/20:1)+AcO,1.0999266823426308,0.47729819828472686,30,60
321,PC(18:1/20:2)+AcO,1.1066831453460757,0.5070971010462906,30,60
322,PC(18:1/20:3)+AcO,1.0282591265317593,0.7860551353327103,30,60
323,PC(18:1/20:4)+AcO,0.9252579897966523,0.5436719700597606,30,60
324,PC(18:2/16:1)+AcO,0.3655507434068426,6.561323260691114e-06,30,60
325,PC(18:2/18:2)+AcO,1.1270497175796992,0.31292370209103726,30,60
326,PC(18:2/20:4)+AcO,0.9153028000441153,0.4825404024229518,30,60
327,LPE(14:0)-H,2.172209299545855,0.03517640820030445,30,60
328,LPE(16:0)-H,1.2503131845792066,0.013721199018057934,30,60
329,LPE(16:1)-H,2.2804795174162313,0.18888092777744594,30,60
330,LPE(18:0)-H,1.2697819607633491,0.00863131264857067,30,60
331,LPE(18:1)-H,1.264142864836354,0.15725165600719948,30,60
332,LPE(18:2)-H,1.5487922595922992,0.1699727498618696,30,60
333,LPE(18:3)-H,1.2308332189604854,0.041390415056654986,30,60
334,LPE(20:0)-H,2.0030093808279688,0.040941366964099384,30,60
335,LPE(20:1)-H,1.178082377189907,0.6458695104001775,30,60
336,LPE(20:2)-H,1.7504147302725963,0.1354875230301918,30,60
337,LPE(20:3)-H,1.7332493237736013,0.12292262055542762,30,60
338,LPE(20:4)-H,1.419428274424278,0.18184363333311174,30,60
339,LPE(20:5)-H,1.373037377713616,0.1904793473846352,30,60
340,LPE(22:4)-H,1.3120104731047073,0.3816595415552759,30,60
341,LPE(22:5)-H,1.7985795399373143,0.08703477901386063,30,60
342,LPE(22:6)-H,1.3612880257397824,0.3564597299433754,30,60
343,PE(14:0/14:0)-H,0.5953149253526377,0.32143469247916295,30,60
344,PE(14:0/18:1)-H,1.064766417508257,0.6271429487194671,30,60
345,PE(14:0/18:2)-H,0.585563210712427,0.015597940829514441,30,60
346,PE(14:0/20:4)-H,0.9193069179033757,0.5477061521573265,30,60
347,PE(14:0/22:4)-H,0.6723501969425384,0.06702003204500853,30,60
